Step 0: x = 0, y = 0, z = 0, vx = 0, vy = 0, vz = 0, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 32: x = 0, y = 0, z = -4.43412, vx = 0, vy = 0, vz = -9.4176, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 33: x = 0, y = 0, z = -4.71836, vx = 0, vy = 0, vz = -9.7119, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 34: x = 0, y = 0, z = -5.01144, vx = 0, vy = 0, vz = -10.0062, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 35: x = 0, y = 0, z = -5.31334, vx = 0, vy = 0, vz = -10.3005, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 36: x = 0, y = 0, z = -5.62407, vx = 0, vy = 0, vz = -10.5948, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 37: x = 0, y = 0, z = -5.94363, vx = 0, vy = 0, vz = -10.8891, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 38: x = 0, y = 0, z = -6.27202, vx = 0, vy = 0, vz = -11.1834, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 39: x = 0, y = 0, z = -6.60924, vx = 0, vy = 0, vz = -11.4777, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 40: x = 0, y = 0, z = -6.95529, vx = 0, vy = 0, vz = -11.772, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 41: x = 0, y = 0, z = -7.31017, vx = 0, vy = 0, vz = -12.0663, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 42: x = 0, y = 0, z = -7.67387, vx = 0, vy = 0, vz = -12.3606, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 43: x = 0, y = 0, z = -8.04641, vx = 0, vy = 0, vz = -12.6549, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 44: x = 0, y = 0, z = -8.42777, vx = 0, vy = 0, vz = -12.9492, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 45: x = 0, y = 0, z = -8.81796, vx = 0, vy = 0, vz = -13.2435, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 46: x = 0, y = 0, z = -9.21699, vx = 0, vy = 0, vz = -13.5378, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 47: x = 0, y = 0, z = -9.62484, vx = 0, vy = 0, vz = -13.8321, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 48: x = 0, y = 0, z = -10.0415, vx = 0, vy = 0, vz = -14.1264, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 49: x = 0, y = 0, z = -10.467, vx = 0, vy = 0, vz = -14.4207, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 50: x = 0, y = 0, z = -10.9014, vx = 0, vy = 0, vz = -14.715, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 51: x = 0, y = 0, z = -11.3445, vx = 0, vy = 0, vz = -15.0093, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 52: x = 0, y = 0, z = -11.7965, vx = 0, vy = 0, vz = -15.3036, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 53: x = 0, y = 0, z = -12.2573, vx = 0, vy = 0, vz = -15.5979, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 54: x = 0, y = 0, z = -12.727, vx = 0, vy = 0, vz = -15.8922, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 55: x = 0, y = 0, z = -13.2055, vx = 0, vy = 0, vz = -16.1865, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 56: x = 0, y = 0, z = -13.6928, vx = 0, vy = 0, vz = -16.4808, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 57: x = 0, y = 0, z = -14.1889, vx = 0, vy = 0, vz = -16.7751, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 58: x = 0, y = 0, z = -14.6939, vx = 0, vy = 0, vz = -17.0694, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 59: x = 0, y = 0, z = -15.2077, vx = 0, vy = 0, vz = -17.3637, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 60: x = 0, y = 0, z = -15.7303, vx = 0, vy = 0, vz = -17.658, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 61: x = 0, y = 0, z = -16.2618, vx = 0, vy = 0, vz = -17.9523, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 62: x = 0, y = 0, z = -16.8021, vx = 0, vy = 0, vz = -18.2466, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 63: x = 0, y = 0, z = -17.3512, vx = 0, vy = 0, vz = -18.5409, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 64: x = 0, y = 0, z = -17.9091, vx = 0, vy = 0, vz = -18.8352, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 65: x = 0, y = 0, z = -18.4759, vx = 0, vy = 0, vz = -19.1295, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 66: x = 0, y = 0, z = -19.0515, vx = 0, vy = 0, vz = -19.4238, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 67: x = 0, y = 0, z = -19.6359, vx = 0, vy = 0, vz = -19.7181, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 68: x = 0, y = 0, z = -20.2292, vx = 0, vy = 0, vz = -20.0124, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 69: x = 0, y = 0, z = -20.8313, vx = 0, vy = 0, vz = -20.3067, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 70: x = 0, y = 0, z = -21.4422, vx = 0, vy = 0, vz = -20.601, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 71: x = 0, y = 0, z = -22.062, vx = 0, vy = 0, vz = -20.8953, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 72: x = 0, y = 0, z = -22.6905, vx = 0, vy = 0, vz = -21.1896, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 73: x = 0, y = 0, z = -23.3279, vx = 0, vy = 0, vz = -21.4839, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 74: x = 0, y = 0, z = -23.9742, vx = 0, vy = 0, vz = -21.7782, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 75: x = 0, y = 0, z = -24.6292, vx = 0, vy = 0, vz = -22.0725, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 76: x = 0, y = 0, z = -25.2931, vx = 0, vy = 0, vz = -22.3668, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 77: x = 0, y = 0, z = -25.9658, vx = 0, vy = 0, vz = -22.6611, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 78: x = 0, y = 0, z = -26.6474, vx = 0, vy = 0, vz = -22.9554, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 79: x = 0, y = 0, z = -27.3378, vx = 0, vy = 0, vz = -23.2497, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 80: x = 0, y = 0, z = -28.037, vx = 0, vy = 0, vz = -23.544, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 81: x = 0, y = 0, z = -28.745, vx = 0, vy = 0, vz = -23.8383, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 82: x = 0, y = 0, z = -29.4619, vx = 0, vy = 0, vz = -24.1326, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 83: x = 0, y = 0, z = -30.1876, vx = 0, vy = 0, vz = -24.4269, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 84: x = 0, y = 0, z = -30.9221, vx = 0, vy = 0, vz = -24.7212, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 85: x = 0, y = 0, z = -31.6655, vx = 0, vy = 0, vz = -25.0155, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 86: x = 0, y = 0, z = -32.4176, vx = 0, vy = 0, vz = -25.3098, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 87: x = 0, y = 0, z = -33.1786, vx = 0, vy = 0, vz = -25.6041, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 88: x = 0, y = 0, z = -33.9485, vx = 0, vy = 0, vz = -25.8984, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 89: x = 0, y = 0, z = -34.7272, vx = 0, vy = 0, vz = -26.1927, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 90: x = 0, y = 0, z = -35.5147, vx = 0, vy = 0, vz = -26.487, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 91: x = 0, y = 0, z = -36.311, vx = 0, vy = 0, vz = -26.7813, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 92: x = 0, y = 0, z = -37.1161, vx = 0, vy = 0, vz = -27.0756, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 93: x = 0, y = 0, z = -37.9301, vx = 0, vy = 0, vz = -27.3699, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 94: x = 0, y = 0, z = -38.7529, vx = 0, vy = 0, vz = -27.6642, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 95: x = 0, y = 0, z = -39.5846, vx = 0, vy = 0, vz = -27.9585, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 96: x = 0, y = 0, z = -40.425, vx = 0, vy = 0, vz = -28.2528, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 97: x = 0, y = 0, z = -41.2743, vx = 0, vy = 0, vz = -28.5471, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 98: x = 0, y = 0, z = -42.1325, vx = 0, vy = 0, vz = -28.8414, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 99: x = 0, y = 0, z = -42.9994, vx = 0, vy = 0, vz = -29.1357, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 100: x = 0, y = 0, z = -43.8752, vx = 0, vy = 0, vz = -29.43, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 101: x = 0, y = 0, z = -44.7598, vx = 0, vy = 0, vz = -29.7243, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 102: x = 0, y = 0, z = -45.6533, vx = 0, vy = 0, vz = -30.0186, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 103: x = 0, y = 0, z = -46.5556, vx = 0, vy = 0, vz = -30.3129, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 104: x = 0, y = 0, z = -47.4667, vx = 0, vy = 0, vz = -30.6072, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 105: x = 0, y = 0, z = -48.3866, vx = 0, vy = 0, vz = -30.9015, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 106: x = 0, y = 0, z = -49.3154, vx = 0, vy = 0, vz = -31.1958, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 107: x = 0, y = 0, z = -50.253, vx = 0, vy = 0, vz = -31.4901, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 108: x = 0, y = 0, z = -51.1994, vx = 0, vy = 0, vz = -31.7844, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 109: x = 0, y = 0, z = -52.1546, vx = 0, vy = 0, vz = -32.0787, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 110: x = 0, y = 0, z = -53.1187, vx = 0, vy = 0, vz = -32.373, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 111: x = 0, y = 0, z = -54.0916, vx = 0, vy = 0, vz = -32.6673, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 112: x = 0, y = 0, z = -55.0733, vx = 0, vy = 0, vz = -32.9616, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 113: x = 0, y = 0, z = -56.0639, vx = 0, vy = 0, vz = -33.2559, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 114: x = 0, y = 0, z = -57.0633, vx = 0, vy = 0, vz = -33.5502, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 115: x = 0, y = 0, z = -58.0715, vx = 0, vy = 0, vz = -33.8445, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 116: x = 0, y = 0, z = -59.0886, vx = 0, vy = 0, vz = -34.1388, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 117: x = 0, y = 0, z = -60.1145, vx = 0, vy = 0, vz = -34.4331, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 118: x = 0, y = 0, z = -61.1492, vx = 0, vy = 0, vz = -34.7274, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 119: x = 0, y = 0, z = -62.1927, vx = 0, vy = 0, vz = -35.0217, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 120: x = 0, y = 0, z = -63.2451, vx = 0, vy = 0, vz = -35.316, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 121: x = 0, y = 0, z = -64.3063, vx = 0, vy = 0, vz = -35.6103, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 122: x = 0, y = 0, z = -65.3763, vx = 0, vy = 0, vz = -35.9046, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 123: x = 0, y = 0, z = -66.4551, vx = 0, vy = 0, vz = -36.1989, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 124: x = 0, y = 0, z = -67.5428, vx = 0, vy = 0, vz = -36.4932, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 125: x = 0, y = 0, z = -68.6393, vx = 0, vy = 0, vz = -36.7875, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 126: x = 0, y = 0, z = -69.7447, vx = 0, vy = 0, vz = -37.0818, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 127: x = 0, y = 0, z = -70.8589, vx = 0, vy = 0, vz = -37.3761, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 128: x = 0, y = 0, z = -71.9819, vx = 0, vy = 0, vz = -37.6704, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 129: x = 0, y = 0, z = -73.1137, vx = 0, vy = 0, vz = -37.9647, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 130: x = 0, y = 0, z = -74.2543, vx = 0, vy = 0, vz = -38.259, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 131: x = 0, y = 0, z = -75.4038, vx = 0, vy = 0, vz = -38.5533, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 132: x = 0, y = 0, z = -76.5621, vx = 0, vy = 0, vz = -38.8476, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 133: x = 0, y = 0, z = -77.7293, vx = 0, vy = 0, vz = -39.1419, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 134: x = 0, y = 0, z = -78.9053, vx = 0, vy = 0, vz = -39.4362, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 135: x = 0, y = 0, z = -80.0901, vx = 0, vy = 0, vz = -39.7305, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 136: x = 0, y = 0, z = -81.2837, vx = 0, vy = 0, vz = -40.0248, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 137: x = 0, y = 0, z = -82.4862, vx = 0, vy = 0, vz = -40.3191, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 138: x = 0, y = 0, z = -83.6974, vx = 0, vy = 0, vz = -40.6134, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 139: x = 0, y = 0, z = -84.9176, vx = 0, vy = 0, vz = -40.9077, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 140: x = 0, y = 0, z = -86.1465, vx = 0, vy = 0, vz = -41.202, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 141: x = 0, y = 0, z = -87.3843, vx = 0, vy = 0, vz = -41.4963, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 142: x = 0, y = 0, z = -88.6309, vx = 0, vy = 0, vz = -41.7906, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 143: x = 0, y = 0, z = -89.8863, vx = 0, vy = 0, vz = -42.0849, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 144: x = 0, y = 0, z = -91.1506, vx = 0, vy = 0, vz = -42.3792, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 145: x = 0, y = 0, z = -92.4237, vx = 0, vy = 0, vz = -42.6735, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 146: x = 0, y = 0, z = -93.7056, vx = 0, vy = 0, vz = -42.9678, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 147: x = 0, y = 0, z = -94.9964, vx = 0, vy = 0, vz = -43.2621, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 148: x = 0, y = 0, z = -96.2959, vx = 0, vy = 0, vz = -43.5564, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 149: x = 0, y = 0, z = -97.6043, vx = 0, vy = 0, vz = -43.8507, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 150: x = 0, y = 0, z = -98.9216, vx = 0, vy = 0, vz = -44.145, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 151: x = 0, y = 0, z = -100.248, vx = 0, vy = 0, vz = -44.4393, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 152: x = 0, y = 0, z = -101.583, vx = 0, vy = 0, vz = -44.7336, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 153: x = 0, y = 0, z = -102.926, vx = 0, vy = 0, vz = -45.0279, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 154: x = 0, y = 0, z = -104.279, vx = 0, vy = 0, vz = -45.3222, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 155: x = 0, y = 0, z = -105.64, vx = 0, vy = 0, vz = -45.6165, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 156: x = 0, y = 0, z = -107.01, vx = 0, vy = 0, vz = -45.9108, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 157: x = 0, y = 0, z = -108.389, vx = 0, vy = 0, vz = -46.2051, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 158: x = 0, y = 0, z = -109.777, vx = 0, vy = 0, vz = -46.4994, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 159: x = 0, y = 0, z = -111.174, vx = 0, vy = 0, vz = -46.7937, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 160: x = 0, y = 0, z = -112.58, vx = 0, vy = 0, vz = -47.088, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 161: x = 0, y = 0, z = -113.994, vx = 0, vy = 0, vz = -47.3823, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 162: x = 0, y = 0, z = -115.417, vx = 0, vy = 0, vz = -47.6766, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 163: x = 0, y = 0, z = -116.849, vx = 0, vy = 0, vz = -47.9709, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 164: x = 0, y = 0, z = -118.29, vx = 0, vy = 0, vz = -48.2652, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 165: x = 0, y = 0, z = -119.74, vx = 0, vy = 0, vz = -48.5595, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 166: x = 0, y = 0, z = -121.198, vx = 0, vy = 0, vz = -48.8538, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 167: x = 0, y = 0, z = -122.665, vx = 0, vy = 0, vz = -49.1481, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 168: x = 0, y = 0, z = -124.142, vx = 0, vy = 0, vz = -49.4424, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 169: x = 0, y = 0, z = -125.627, vx = 0, vy = 0, vz = -49.7367, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 170: x = 0, y = 0, z = -127.12, vx = 0, vy = 0, vz = -50.031, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 171: x = 0, y = 0, z = -128.623, vx = 0, vy = 0, vz = -50.3253, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 172: x = 0, y = 0, z = -130.135, vx = 0, vy = 0, vz = -50.6196, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 173: x = 0, y = 0, z = -131.655, vx = 0, vy = 0, vz = -50.9139, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 174: x = 0, y = 0, z = -133.184, vx = 0, vy = 0, vz = -51.2082, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 175: x = 0, y = 0, z = -134.722, vx = 0, vy = 0, vz = -51.5025, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 176: x = 0, y = 0, z = -136.269, vx = 0, vy = 0, vz = -51.7968, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 177: x = 0, y = 0, z = -137.824, vx = 0, vy = 0, vz = -52.0911, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 178: x = 0, y = 0, z = -139.389, vx = 0, vy = 0, vz = -52.3854, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 179: x = 0, y = 0, z = -140.962, vx = 0, vy = 0, vz = -52.6797, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
Step 180: x = 0, y = 0, z = -142.544, vx = 0, vy = 0, vz = -52.974, phi = 0, theta = 0, psi = 0, p = 0, q = 0, r = 0
